hour,dry_bulb_temp_milli_c,relative_humidity_milli_pct,global_horizontal_milli_wh_m2,direct_normal_milli_wh_m2,diffuse_horizontal_milli_wh_m2,wind_speed_milli_m_s,wind_direction_milli_deg
1597,13566,60982,487371,350907,136464,2715,197317
1598,13702,60894,436965,314615,122350,2450,197317
1599,13566,60982,356780,256882,99899,2222,197317
1600,13166,61242,252282,181643,70639,2047,197317
1601,12530,61655,130591,94025,36565,1937,197317
1602,11702,62194,0,0,0,1900,197317
1603,10737,62821,0,0,0,1937,197317
1604,9702,63494,0,0,0,2047,197317
1605,8667,64167,0,0,0,2222,197317
1606,7702,64794,0,0,0,2450,197317
1607,6873,65332,0,0,0,2715,197317
1608,6388,65648,0,0,0,3000,171283
1609,5988,65908,0,0,0,3285,171283
1610,5852,65996,0,0,0,3550,171283
1611,5988,65908,0,0,0,3778,171283
1612,6388,65648,0,0,0,3953,171283
1613,7024,65235,0,0,0,4063,171283
1614,7852,64696,0,0,0,4100,171283
1615,8817,64069,131951,95004,36946,4063,171283
1616,9852,63396,254909,183535,71375,3953,171283
1617,10887,62723,360496,259557,100939,3778,171283
1618,11852,62096,441515,317891,123624,3550,171283
1619,12680,61558,492446,354561,137885,3285,171283
1620,13316,61145,509818,367069,142749,3000,171283
1621,13716,60885,492446,354561,137885,2715,171283
1622,13852,60796,441515,317891,123624,2450,171283
1623,13716,60885,360496,259557,100939,2222,171283
1624,13316,61145,254909,183535,71375,2047,171283
1625,12680,61558,131951,95004,36946,1937,171283
1626,11852,62096,0,0,0,1900,171283
1627,10887,62723,0,0,0,1937,171283
1628,9852,63396,0,0,0,2047,171283
1629,8817,64069,0,0,0,2222,171283
1630,7852,64696,0,0,0,2450,171283
1631,7024,65235,0,0,0,2715,171283
1632,6539,65550,0,0,0,3000,155052
1633,6139,65810,0,0,0,3285,155052
1634,6003,65898,0,0,0,3550,155052
1635,6139,65810,0,0,0,3778,155052
1636,6539,65550,0,0,0,3953,155052
1637,7174,65137,0,0,0,4063,155052
1638,8003,64598,0,0,0,4100,155052
1639,8967,63971,133316,95988,37329,4063,155052
1640,10003,63298,257547,185434,72113,3953,155052
1641,11038,62625,364227,262243,101984,3778,155052
1642,12003,61998,446085,321181,124904,3550,155052
1643,12831,61460,497543,358231,139312,3285,155052
1644,13467,61047,515095,370868,144227,3000,155052
1645,13866,60787,497543,358231,139312,2715,155052
1646,14003,60698,446085,321181,124904,2450,155052
1647,13866,60787,364227,262243,101984,2222,155052
1648,13467,61047,257547,185434,72113,2047,155052
1649,12831,61460,133316,95988,37329,1937,155052
1650,12003,61998,0,0,0,1900,155052
1651,11038,62625,0,0,0,1937,155052
1652,10003,63298,0,0,0,2047,155052
1653,8967,63971,0,0,0,2222,155052
1654,8003,64598,0,0,0,2450,155052
1655,7174,65137,0,0,0,2715,155052
1656,6690,65452,0,0,0,3000,160845
1657,6290,65711,0,0,0,3285,160845
1658,6154,65800,0,0,0,3550,160845
1659,6290,65711,0,0,0,3778,160845
1660,6690,65452,0,0,0,3953,160845
1661,7326,65038,0,0,0,4063,160845
1662,8154,64500,0,0,0,4100,160845
1663,9119,63873,134687,96975,37712,4063,160845
1664,10154,63200,260196,187341,72855,3953,160845
1665,11189,62527,367973,264940,103032,3778,160845
1666,12154,61900,450673,324484,126188,3550,160845
1667,12982,61361,502660,361915,140745,3285,160845
1668,13618,60948,520392,374682,145710,3000,160845
1669,14018,60688,502660,361915,140745,2715,160845
1670,14154,60600,450673,324484,126188,2450,160845
1671,14018,60688,367973,264940,103032,2222,160845
1672,13618,60948,260196,187341,72855,2047,160845
1673,12982,61361,134687,96975,37712,1937,160845
1674,12154,61900,0,0,0,1900,160845
1675,11189,62527,0,0,0,1937,160845
1676,10154,63200,0,0,0,2047,160845
1677,9119,63873,0,0,0,2222,160845
1678,8154,64500,0,0,0,2450,160845
1679,7326,65038,0,0,0,2715,160845
1680,6842,65353,0,0,0,3000,184300
1681,6442,65613,0,0,0,3285,184300
1682,6306,65701,0,0,0,3550,184300
1683,6442,65613,0,0,0,3778,184300
1684,6842,65353,0,0,0,3953,184300
1685,7478,64940,0,0,0,4063,184300
1686,8306,64401,0,0,0,4100,184300
1687,9271,63774,136063,97966,38098,4063,184300
1688,10306,63101,262854,189255,73599,3953,184300
1689,11341,62428,371732,267647,104085,3778,184300
1690,12306,61801,455277,327799,127478,3550,184300
1691,13134,61263,507796,365613,142183,3285,184300
1692,13770,60849,525709,378510,147198,3000,184300
1693,14170,60590,507796,365613,142183,2715,184300
1694,14306,60501,455277,327799,127478,2450,184300
1695,14170,60590,371732,267647,104085,2222,184300
1696,13770,60849,262854,189255,73599,2047,184300
1697,13134,61263,136063,97966,38098,1937,184300
1698,12306,61801,0,0,0,1900,184300
1699,11341,62428,0,0,0,1937,184300
1700,10306,63101,0,0,0,2047,184300
1701,9271,63774,0,0,0,2222,184300
1702,8306,64401,0,0,0,2450,184300
1703,7478,64940,0,0,0,2715,184300
1704,6994,65254,0,0,0,3000,207755
1705,6595,65513,0,0,0,3285,207755
1706,6458,65602,0,0,0,3550,207755
1707,6595,65513,0,0,0,3778,207755
1708,6994,65254,0,0,0,3953,207755
1709,7630,64841,0,0,0,4063,207755
1710,8458,64302,0,0,0,4100,207755
1711,9423,63675,137444,98960,38484,4063,207755
1712,10458,63002,265521,191175,74346,3953,207755
1713,11494,62329,375504,270363,105141,3778,207755
1714,12458,61702,459896,331125,128771,3550,207755
1715,13287,61164,512948,369322,143625,3285,207755
1716,13922,60750,531043,382351,148692,3000,207755
1717,14322,60491,512948,369322,143625,2715,207755
1718,14458,60402,459896,331125,128771,2450,207755
1719,14322,60491,375504,270363,105141,2222,207755
1720,13922,60750,265521,191175,74346,2047,207755
1721,13287,61164,137444,98960,38484,1937,207755
1722,12458,61702,0,0,0,1900,207755
1723,11494,62329,0,0,0,1937,207755
1724,10458,63002,0,0,0,2047,207755
1725,9423,63675,0,0,0,2222,207755
1726,8458,64302,0,0,0,2450,207755
1727,7630,64841,0,0,0,2715,207755
1728,7147,65154,0,0,0,3000,213548
1729,6748,65414,0,0,0,3285,213548
1730,6611,65503,0,0,0,3550,213548
1731,6748,65414,0,0,0,3778,213548
1732,7147,65154,0,0,0,3953,213548
1733,7783,64741,0,0,0,4063,213548
1734,8611,64203,0,0,0,4100,213548
1735,9576,63576,138829,99957,38872,4063,213548
1736,10611,62903,268196,193101,75095,3953,213548
1737,11646,62230,379287,273087,106200,3778,213548
1738,12611,61603,464530,334461,130068,3550,213548
1739,13440,61064,518116,373043,145072,3285,213548
1740,14075,60651,536393,386203,150190,3000,213548
1741,14475,60391,518116,373043,145072,2715,213548
1742,14611,60303,464530,334461,130068,2450,213548
1743,14475,60391,379287,273087,106200,2222,213548
1744,14075,60651,268196,193101,75095,2047,213548
1745,13440,61064,138829,99957,38872,1937,213548
1746,12611,61603,0,0,0,1900,213548
1747,11646,62230,0,0,0,1937,213548
1748,10611,62903,0,0,0,2047,213548
1749,9576,63576,0,0,0,2222,213548
1750,8611,64203,0,0,0,2450,213548
1751,7783,64741,0,0,0,2715,213548
1752,7300,65055,0,0,0,3000,197317
1753,6901,65314,0,0,0,3285,197317
1754,6764,65403,0,0,0,3550,197317
1755,6901,65314,0,0,0,3778,197317
1756,7300,65055,0,0,0,3953,197317
1757,7936,64642,0,0,0,4063,197317
1758,8764,64103,0,0,0,4100,197317
1759,9729,63476,140217,100956,39261,4063,197317
1760,10764,62803,270879,195033,75846,3953,197317
1761,11800,62130,383080,275818,107262,3778,197317
1762,12764,61503,469175,337806,131369,3550,197317
1763,13593,60965,523297,376774,146523,3285,197317
1764,14229,60551,541757,390065,151692,3000,197317
1765,14628,60292,523297,376774,146523,2715,197317
1766,14764,60203,469175,337806,131369,2450,197317
1767,14628,60292,383080,275818,107262,2222,197317
1768,14229,60551,270879,195033,75846,2047,197317
1769,13593,60965,140217,100956,39261,1937,197317
1770,12764,61503,0,0,0,1900,197317
1771,11800,62130,0,0,0,1937,197317
1772,10764,62803,0,0,0,2047,197317
1773,9729,63476,0,0,0,2222,197317
1774,8764,64103,0,0,0,2450,197317
1775,7936,64642,0,0,0,2715,197317
1776,7454,64955,0,0,0,3000,171283
1777,7054,65215,0,0,0,3285,171283
1778,6918,65303,0,0,0,3550,171283
1779,7054,65215,0,0,0,3778,171283
1780,7454,64955,0,0,0,3953,171283
1781,8090,64542,0,0,0,4063,171283
1782,8918,64003,0,0,0,4100,171283
1783,9883,63376,141609,101958,39650,4063,171283
1784,10918,62703,273567,196968,76599,3953,171283
1785,11953,62030,386882,278555,108327,3778,171283
1786,12918,61403,473832,341159,132673,3550,171283
1787,13747,60865,528491,380514,147978,3285,171283
1788,14382,60452,547134,393937,153198,3000,171283
1789,14782,60192,528491,380514,147978,2715,171283
1790,14918,60103,473832,341159,132673,2450,171283
1791,14782,60192,386882,278555,108327,2222,171283
1792,14382,60452,273567,196968,76599,2047,171283
1793,13747,60865,141609,101958,39650,1937,171283
1794,12918,61403,0,0,0,1900,171283
1795,11953,62030,0,0,0,1937,171283
1796,10918,62703,0,0,0,2047,171283
1797,9883,63376,0,0,0,2222,171283
1798,8918,64003,0,0,0,2450,171283
1799,8090,64542,0,0,0,2715,171283
1800,7608,64855,0,0,0,3000,155052
1801,7208,65115,0,0,0,3285,155052
1802,7072,65203,0,0,0,3550,155052
1803,7208,65115,0,0,0,3778,155052
1804,7608,64855,0,0,0,3953,155052
1805,8244,64442,0,0,0,4063,155052
1806,9072,63903,0,0,0,4100,155052
1807,10037,63276,143003,102962,40041,4063,155052
1808,11072,62603,276261,198908,77353,3953,155052
1809,12107,61930,390693,281299,109394,3778,155052
1810,13072,61303,478499,344519,133980,3550,155052
1811,13901,60765,533696,384261,149435,3285,155052
1812,14536,60351,552523,397817,154706,3000,155052
1813,14936,60092,533696,384261,149435,2715,155052
1814,15072,60003,478499,344519,133980,2450,155052
1815,14936,60092,390693,281299,109394,2222,155052
1816,14536,60351,276261,198908,77353,2047,155052
1817,13901,60765,143003,102962,40041,1937,155052
1818,13072,61303,0,0,0,1900,155052
1819,12107,61930,0,0,0,1937,155052
1820,11072,62603,0,0,0,2047,155052
1821,10037,63276,0,0,0,2222,155052
1822,9072,63903,0,0,0,2450,155052
1823,8244,64442,0,0,0,2715,155052
1824,7762,64755,0,0,0,3000,160845
1825,7363,65014,0,0,0,3285,160845
1826,7226,65103,0,0,0,3550,160845
1827,7363,65014,0,0,0,3778,160845
1828,7762,64755,0,0,0,3953,160845
1829,8398,64341,0,0,0,4063,160845
1830,9226,63803,0,0,0,4100,160845
1831,10191,63176,144401,103968,40432,4063,160845
1832,11226,62503,278961,200852,78109,3953,160845
1833,12262,61830,394510,284047,110463,3778,160845
1834,13226,61203,483174,347885,135289,3550,160845
1835,14055,60664,538910,388015,150895,3285,160845
1836,14690,60251,557921,401703,156218,3000,160845
1837,15090,59991,538910,388015,150895,2715,160845
1838,15226,59903,483174,347885,135289,2450,160845
1839,15090,59991,394510,284047,110463,2222,160845
1840,14690,60251,278961,200852,78109,2047,160845
1841,14055,60664,144401,103968,40432,1937,160845
1842,13226,61203,0,0,0,1900,160845
1843,12262,61830,0,0,0,1937,160845
1844,11226,62503,0,0,0,2047,160845
1845,10191,63176,0,0,0,2222,160845
1846,9226,63803,0,0,0,2450,160845
1847,8398,64341,0,0,0,2715,160845
1848,7917,64654,0,0,0,3000,184300
1849,7517,64914,0,0,0,3285,184300
1850,7381,65002,0,0,0,3550,184300
1851,7517,64914,0,0,0,3778,184300
1852,7917,64654,0,0,0,3953,184300
1853,8552,64241,0,0,0,4063,184300
1854,9381,63702,0,0,0,4100,184300
1855,10346,63075,145800,104976,40824,4063,184300
1856,11381,62402,281664,202798,78866,3953,184300
1857,12416,61730,398333,286799,111533,3778,184300
1858,13381,61102,487856,351256,136600,3550,184300
1859,14209,60564,544132,391775,152357,3285,184300
1860,14845,60151,563327,405596,157732,3000,184300
1861,15244,59891,544132,391775,152357,2715,184300
1862,15381,59802,487856,351256,136600,2450,184300
1863,15244,59891,398333,286799,111533,2222,184300
1864,14845,60151,281664,202798,78866,2047,184300
1865,14209,60564,145800,104976,40824,1937,184300
1866,13381,61102,0,0,0,1900,184300
1867,12416,61730,0,0,0,1937,184300
1868,11381,62402,0,0,0,2047,184300
1869,10346,63075,0,0,0,2222,184300
1870,9381,63702,0,0,0,2450,184300
1871,8552,64241,0,0,0,2715,184300
1872,8071,64554,0,0,0,3000,207755
1873,7672,64813,0,0,0,3285,207755
1874,7535,64902,0,0,0,3550,207755
1875,7672,64813,0,0,0,3778,207755
1876,8071,64554,0,0,0,3953,207755
1877,8707,64140,0,0,0,4063,207755
1878,9535,63602,0,0,0,4100,207755
1879,10500,62975,147201,105984,41216,4063,207755
1880,11535,62302,284370,204746,79624,3953,207755
1881,12571,61629,402160,289555,112605,3778,207755
1882,13535,61002,492543,354631,137912,3550,207755
1883,14364,60463,549360,395540,153821,3285,207755
1884,15000,60050,568740,409493,159247,3000,207755
1885,15399,59791,549360,395540,153821,2715,207755
1886,15535,59702,492543,354631,137912,2450,207755
1887,15399,59791,402160,289555,112605,2222,207755
1888,15000,60050,284370,204746,79624,2047,207755
1889,14364,60463,147201,105984,41216,1937,207755
1890,13535,61002,0,0,0,1900,207755
1891,12571,61629,0,0,0,1937,207755
1892,11535,62302,0,0,0,2047,207755
1893,10500,62975,0,0,0,2222,207755
1894,9535,63602,0,0,0,2450,207755
1895,8707,64140,0,0,0,2715,207755
1896,8226,64453,0,0,0,3000,213548
1897,7827,64713,0,0,0,3285,213548
1898,7690,64801,0,0,0,3550,213548
1899,7827,64713,0,0,0,3778,213548
1900,8226,64453,0,0,0,3953,213548
1901,8862,64040,0,0,0,4063,213548
1902,9690,63501,0,0,0,4100,213548
1903,10655,62874,148603,106994,41609,4063,213548
1904,11690,62201,287079,206697,80382,3953,213548
1905,12725,61528,405990,292313,113677,3778,213548
1906,13690,60901,497235,358009,139226,3550,213548
1907,14519,60363,554593,399307,155286,3285,213548
1908,15154,59950,574157,413393,160764,3000,213548
1909,15554,59690,554593,399307,155286,2715,213548
1910,15690,59601,497235,358009,139226,2450,213548
1911,15554,59690,405990,292313,113677,2222,213548
1912,15154,59950,287079,206697,80382,2047,213548
1913,14519,60363,148603,106994,41609,1937,213548
1914,13690,60901,0,0,0,1900,213548
1915,12725,61528,0,0,0,1937,213548
1916,11690,62201,0,0,0,2047,213548
1917,10655,62874,0,0,0,2222,213548
1918,9690,63501,0,0,0,2450,213548
1919,8862,64040,0,0,0,2715,213548
1920,8381,64352,0,0,0,3000,197317
1921,7981,64612,0,0,0,3285,197317
1922,7845,64701,0,0,0,3550,197317
1923,7981,64612,0,0,0,3778,197317
1924,8381,64352,0,0,0,3953,197317
1925,9017,63939,0,0,0,4063,197317
1926,9845,63401,0,0,0,4100,197317
1927,10810,62774,150006,108004,42002,4063,197317
1928,11845,62101,289789,208648,81141,3953,197317
1929,12880,61428,409823,295073,114751,3778,197317
1930,13845,60801,501929,361389,140540,3550,197317
1931,14674,60262,559829,403077,156752,3285,197317
1932,15309,59849,579578,417296,162282,3000,197317
1933,15709,59589,559829,403077,156752,2715,197317
1934,15845,59501,501929,361389,140540,2450,197317
1935,15709,59589,409823,295073,114751,2222,197317
1936,15309,59849,289789,208648,81141,2047,197317
1937,14674,60262,150006,108004,42002,1937,197317
1938,13845,60801,0,0,0,1900,197317
1939,12880,61428,0,0,0,1937,197317
1940,11845,62101,0,0,0,2047,197317
1941,10810,62774,0,0,0,2222,197317
1942,9845,63401,0,0,0,2450,197317
1943,9017,63939,0,0,0,2715,197317
1944,8536,64252,0,0,0,3000,171283
1945,8136,64511,0,0,0,3285,171283
1946,8000,64600,0,0,0,3550,171283
1947,8136,64511,0,0,0,3778,171283
1948,8536,64252,0,0,0,3953,171283
1949,9172,63838,0,0,0,4063,171283
1950,10000,63300,0,0,0,4100,171283
1951,10965,62673,151409,109015,42395,4063,171283
1952,12000,62000,292500,210600,81900,3953,171283
1953,13035,61327,413657,297833,115824,3778,171283
1954,14000,60700,506625,364770,141855,3550,171283
1955,14828,60162,565067,406848,158219,3285,171283
1956,15464,59748,585000,421200,163800,3000,171283
1957,15864,59489,565067,406848,158219,2715,171283
1958,16000,59400,506625,364770,141855,2450,171283
1959,15864,59489,413657,297833,115824,2222,171283
1960,15464,59748,292500,210600,81900,2047,171283
1961,14828,60162,151409,109015,42395,1937,171283
1962,14000,60700,0,0,0,1900,171283
1963,13035,61327,0,0,0,1937,171283
1964,12000,62000,0,0,0,2047,171283
1965,10965,62673,0,0,0,2222,171283
1966,10000,63300,0,0,0,2450,171283
1967,9172,63838,0,0,0,2715,171283
1968,8691,64151,0,0,0,3000,155052
1969,8291,64411,0,0,0,3285,155052
1970,8155,64499,0,0,0,3550,155052
1971,8291,64411,0,0,0,3778,155052
1972,8691,64151,0,0,0,3953,155052
1973,9326,63738,0,0,0,4063,155052
1974,10155,63199,0,0,0,4100,155052
1975,11120,62572,152813,110025,42788,4063,155052
1976,12155,61899,295211,212552,82659,3953,155052
1977,13190,61226,417492,300594,116898,3778,155052
1978,14155,60599,511321,368151,143170,3550,155052
1979,14983,60061,570304,410619,159685,3285,155052
1980,15619,59648,590422,425104,165318,3000,155052
1981,16019,59388,570304,410619,159685,2715,155052
1982,16155,59299,511321,368151,143170,2450,155052
1983,16019,59388,417492,300594,116898,2222,155052
1984,15619,59648,295211,212552,82659,2047,155052
1985,14983,60061,152813,110025,42788,1937,155052
1986,14155,60599,0,0,0,1900,155052
1987,13190,61226,0,0,0,1937,155052
1988,12155,61899,0,0,0,2047,155052
1989,11120,62572,0,0,0,2222,155052
1990,10155,63199,0,0,0,2450,155052
1991,9326,63738,0,0,0,2715,155052
1992,8846,64050,0,0,0,3000,160845
1993,8446,64310,0,0,0,3285,160845
1994,8310,64399,0,0,0,3550,160845
1995,8446,64310,0,0,0,3778,160845
1996,8846,64050,0,0,0,3953,160845
1997,9481,63637,0,0,0,4063,160845
1998,10310,63099,0,0,0,4100,160845
1999,11275,62472,154215,111035,43180,4063,160845
2000,12310,61799,297921,214503,83418,3953,160845
2001,13345,61126,421324,303354,117971,3778,160845
2002,14310,60499,516015,371531,144484,3550,160845
2003,15138,59960,575540,414389,161151,3285,160845
2004,15774,59547,595843,429007,166836,3000,160845
2005,16173,59287,575540,414389,161151,2715,160845
2006,16310,59199,516015,371531,144484,2450,160845
2007,16173,59287,421324,303354,117971,2222,160845
2008,15774,59547,297921,214503,83418,2047,160845
2009,15138,59960,154215,111035,43180,1937,160845
2010,14310,60499,0,0,0,1900,160845
2011,13345,61126,0,0,0,1937,160845
2012,12310,61799,0,0,0,2047,160845
2013,11275,62472,0,0,0,2222,160845
2014,10310,63099,0,0,0,2450,160845
2015,9481,63637,0,0,0,2715,160845
2016,9000,63950,0,0,0,3000,184300
2017,8601,64209,0,0,0,3285,184300
2018,8465,64298,0,0,0,3550,184300
2019,8601,64209,0,0,0,3778,184300
2020,9000,63950,0,0,0,3953,184300
2021,9636,63537,0,0,0,4063,184300
2022,10465,62998,0,0,0,4100,184300
2023,11429,62371,155618,112045,43573,4063,184300
2024,12465,61698,300630,216454,84176,3953,184300
2025,13500,61025,425155,306112,119043,3778,184300
2026,14465,60398,520707,374909,145798,3550,184300
2027,15293,59860,580773,418156,162616,3285,184300
2028,15929,59446,601260,432907,168353,3000,184300
2029,16328,59187,580773,418156,162616,2715,184300
2030,16465,59098,520707,374909,145798,2450,184300
2031,16328,59187,425155,306112,119043,2222,184300
2032,15929,59446,300630,216454,84176,2047,184300
2033,15293,59860,155618,112045,43573,1937,184300
2034,14465,60398,0,0,0,1900,184300
2035,13500,61025,0,0,0,1937,184300
2036,12465,61698,0,0,0,2047,184300
2037,11429,62371,0,0,0,2222,184300
2038,10465,62998,0,0,0,2450,184300
2039,9636,63537,0,0,0,2715,184300
2040,9155,63849,0,0,0,3000,207755
2041,8756,64109,0,0,0,3285,207755
2042,8619,64198,0,0,0,3550,207755
2043,8756,64109,0,0,0,3778,207755
2044,9155,63849,0,0,0,3953,207755
2045,9791,63436,0,0,0,4063,207755
2046,10619,62898,0,0,0,4100,207755
2047,11584,62270,157018,113053,43965,4063,207755
2048,12619,61598,303336,218402,84934,3953,207755
2049,13654,60925,428982,308867,120115,3778,207755
2050,14619,60298,525394,378284,147110,3550,207755
2051,15448,59759,586001,421921,164080,3285,207755
2052,16083,59346,606673,436804,169868,3000,207755
2053,16483,59086,586001,421921,164080,2715,207755
2054,16619,58998,525394,378284,147110,2450,207755
2055,16483,59086,428982,308867,120115,2222,207755
2056,16083,59346,303336,218402,84934,2047,207755
2057,15448,59759,157018,113053,43965,1937,207755
2058,14619,60298,0,0,0,1900,207755
2059,13654,60925,0,0,0,1937,207755
2060,12619,61598,0,0,0,2047,207755
2061,11584,62270,0,0,0,2222,207755
2062,10619,62898,0,0,0,2450,207755
2063,9791,63436,0,0,0,2715,207755
2064,9310,63749,0,0,0,3000,213548
2065,8910,64009,0,0,0,3285,213548
2066,8774,64097,0,0,0,3550,213548
2067,8910,64009,0,0,0,3778,213548
2068,9310,63749,0,0,0,3953,213548
2069,9945,63336,0,0,0,4063,213548
2070,10774,62797,0,0,0,4100,213548
2071,11738,62170,158418,114061,44357,4063,213548
2072,12774,61497,306039,220348,85691,3953,213548
2073,13809,60824,432805,311620,121185,3778,213548
2074,14774,60197,530076,381655,148421,3550,213548
2075,15602,59659,591223,425680,165542,3285,213548
2076,16238,59245,612079,440697,171382,3000,213548
2077,16637,58986,591223,425680,165542,2715,213548
2078,16774,58897,530076,381655,148421,2450,213548
2079,16637,58986,432805,311620,121185,2222,213548
2080,16238,59245,306039,220348,85691,2047,213548
2081,15602,59659,158418,114061,44357,1937,213548
2082,14774,60197,0,0,0,1900,213548
2083,13809,60824,0,0,0,1937,213548
2084,12774,61497,0,0,0,2047,213548
2085,11738,62170,0,0,0,2222,213548
2086,10774,62797,0,0,0,2450,213548
2087,9945,63336,0,0,0,2715,213548
2088,9464,63649,0,0,0,3000,197317
2089,9064,63908,0,0,0,3285,197317
2090,8928,63997,0,0,0,3550,197317
2091,9064,63908,0,0,0,3778,197317
2092,9464,63649,0,0,0,3953,197317
2093,10099,63235,0,0,0,4063,197317
2094,10928,62697,0,0,0,4100,197317
2095,11893,62070,159815,115067,44748,4063,197317
2096,12928,61397,308739,222292,86447,3953,197317
2097,13963,60724,436622,314368,122254,3778,197317
2098,14928,60097,534751,385021,149730,3550,197317
2099,15756,59558,596437,429435,167002,3285,197317
2100,16392,59145,617477,444583,172894,3000,197317
2101,16792,58885,596437,429435,167002,2715,197317
2102,16928,58797,534751,385021,149730,2450,197317
2103,16792,58885,436622,314368,122254,2222,197317
2104,16392,59145,308739,222292,86447,2047,197317
2105,15756,59558,159815,115067,44748,1937,197317
2106,14928,60097,0,0,0,1900,197317
2107,13963,60724,0,0,0,1937,197317
2108,12928,61397,0,0,0,2047,197317
2109,11893,62070,0,0,0,2222,197317
2110,10928,62697,0,0,0,2450,197317
2111,10099,63235,0,0,0,2715,197317
2112,9618,63548,0,0,0,3000,171283
2113,9218,63808,0,0,0,3285,171283
2114,9082,63897,0,0,0,3550,171283
2115,9218,63808,0,0,0,3778,171283
2116,9618,63548,0,0,0,3953,171283
2117,10253,63135,0,0,0,4063,171283
2118,11082,62597,0,0,0,4100,171283
2119,12047,61970,161209,116071,45139,4063,171283
2120,13082,61297,311433,224232,87201,3953,171283
2121,14117,60624,440432,317111,123321,3778,171283
2122,15082,59997,539417,388381,151037,3550,171283
2123,15910,59458,601642,433182,168460,3285,171283
2124,16546,59045,622866,448463,174402,3000,171283
2125,16946,58785,601642,433182,168460,2715,171283
2126,17082,58697,539417,388381,151037,2450,171283
2127,16946,58785,440432,317111,123321,2222,171283
2128,16546,59045,311433,224232,87201,2047,171283
2129,15910,59458,161209,116071,45139,1937,171283
2130,15082,59997,0,0,0,1900,171283
2131,14117,60624,0,0,0,1937,171283
2132,13082,61297,0,0,0,2047,171283
2133,12047,61970,0,0,0,2222,171283
2134,11082,62597,0,0,0,2450,171283
2135,10253,63135,0,0,0,2715,171283
2136,9771,63449,0,0,0,3000,155052
2137,9372,63708,0,0,0,3285,155052
2138,9236,63797,0,0,0,3550,155052
2139,9372,63708,0,0,0,3778,155052
2140,9771,63449,0,0,0,3953,155052
2141,10407,63035,0,0,0,4063,155052
2142,11236,62497,0,0,0,4100,155052
2143,12200,61870,162601,117073,45528,4063,155052
2144,13236,61197,314121,226167,87954,3953,155052
2145,14271,60524,444235,319849,124386,3778,155052
2146,15236,59897,544074,391733,152341,3550,155052
2147,16064,59358,606836,436922,169914,3285,155052
2148,16700,58945,628243,452335,175908,3000,155052
2149,17099,58686,606836,436922,169914,2715,155052
2150,17236,58597,544074,391733,152341,2450,155052
2151,17099,58686,444235,319849,124386,2222,155052
2152,16700,58945,314121,226167,87954,2047,155052
2153,16064,59358,162601,117073,45528,1937,155052
2154,15236,59897,0,0,0,1900,155052
2155,14271,60524,0,0,0,1937,155052
2156,13236,61197,0,0,0,2047,155052
2157,12200,61870,0,0,0,2222,155052
2158,11236,62497,0,0,0,2450,155052
2159,10407,63035,0,0,0,2715,155052
2160,9925,63349,0,0,0,3000,160845
2161,9525,63609,0,0,0,3285,160845
2162,9389,63697,0,0,0,3550,160845
2163,9525,63609,0,0,0,3778,160845
2164,9925,63349,0,0,0,3953,160845
2165,10560,62936,0,0,0,4063,160845
2166,11389,62397,0,0,0,4100,160845
2167,12354,61770,163990,118073,45917,4063,160845
2168,13389,61097,316804,228099,88705,3953,160845
2169,14424,60424,448028,322580,125448,3778,160845
2170,15389,59797,548720,395078,153642,3550,160845
2171,16217,59259,612018,440653,171365,3285,160845
2172,16853,58846,633607,456197,177410,3000,160845
2173,17252,58586,612018,440653,171365,2715,160845
2174,17389,58497,548720,395078,153642,2450,160845
2175,17252,58586,448028,322580,125448,2222,160845
2176,16853,58846,316804,228099,88705,2047,160845
2177,16217,59259,163990,118073,45917,1937,160845
2178,15389,59797,0,0,0,1900,160845
2179,14424,60424,0,0,0,1937,160845
2180,13389,61097,0,0,0,2047,160845
2181,12354,61770,0,0,0,2222,160845
2182,11389,62397,0,0,0,2450,160845
2183,10560,62936,0,0,0,2715,160845
2184,10078,63250,0,0,0,3000,184300
2185,9678,63509,0,0,0,3285,184300
2186,9542,63598,0,0,0,3550,184300
2187,9678,63509,0,0,0,3778,184300
2188,10078,63250,0,0,0,3953,184300
2189,10713,62836,0,0,0,4063,184300
2190,11542,62298,0,0,0,4100,184300
2191,12506,61671,165374,119070,46305,4063,184300
2192,13542,60998,319479,230025,89454,3953,184300
2193,14577,60325,451811,325304,126507,3778,184300
2194,15542,59698,553353,398414,154939,3550,184300
2195,16370,59159,617185,444373,172812,3285,184300
2196,17006,58746,638957,460049,178908,3000,184300
2197,17405,58487,617185,444373,172812,2715,184300
2198,17542,58398,553353,398414,154939,2450,184300
2199,17405,58487,451811,325304,126507,2222,184300
2200,17006,58746,319479,230025,89454,2047,184300
2201,16370,59159,165374,119070,46305,1937,184300
2202,15542,59698,0,0,0,1900,184300
2203,14577,60325,0,0,0,1937,184300
2204,13542,60998,0,0,0,2047,184300
2205,12506,61671,0,0,0,2222,184300
2206,11542,62298,0,0,0,2450,184300
2207,10713,62836,0,0,0,2715,184300
2208,10230,63151,0,0,0,3000,207755
2209,9830,63410,0,0,0,3285,207755
2210,9694,63499,0,0,0,3550,207755
2211,9830,63410,0,0,0,3778,207755
2212,10230,63151,0,0,0,3953,207755
2213,10866,62737,0,0,0,4063,207755
2214,11694,62199,0,0,0,4100,207755
2215,12659,61572,166755,120064,46691,4063,207755
2216,13694,60899,322146,231945,90201,3953,207755
2217,14729,60226,455583,328020,127563,3778,207755
