hour,dry_bulb_temp_milli_c,relative_humidity_milli_pct,global_horizontal_milli_wh_m2,direct_normal_milli_wh_m2,diffuse_horizontal_milli_wh_m2,wind_speed_milli_m_s,wind_direction_milli_deg
1844,7597,62587,0,0,0,3047,161045
1845,6562,63260,0,0,0,3222,161045
1846,5597,63887,0,0,0,3450,161045
1847,4769,64425,0,0,0,3715,161045
1848,4313,64721,0,0,0,4000,184500
1849,3914,64981,0,0,0,4285,184500
1850,3778,65070,0,0,0,4550,184500
1851,3914,64981,0,0,0,4778,184500
1852,4313,64721,0,0,0,4953,184500
1853,4949,64308,0,0,0,5063,184500
1854,5778,63770,0,0,0,5100,184500
1855,6742,63143,145800,104976,40824,5063,184500
1856,7778,62470,281664,202798,78866,4953,184500
1857,8813,61797,398333,286799,111533,4778,184500
1858,9778,61170,487856,351256,136600,4550,184500
1859,10606,60631,544132,391775,152357,4285,184500
1860,11242,60218,563327,405596,157732,4000,184500
1861,11641,59958,544132,391775,152357,3715,184500
1862,11778,59870,487856,351256,136600,3450,184500
1863,11641,59958,398333,286799,111533,3222,184500
1864,11242,60218,281664,202798,78866,3047,184500
1865,10606,60631,145800,104976,40824,2937,184500
1866,9778,61170,0,0,0,2900,184500
1867,8813,61797,0,0,0,2937,184500
1868,7778,62470,0,0,0,3047,184500
1869,6742,63143,0,0,0,3222,184500
1870,5778,63770,0,0,0,3450,184500
1871,4949,64308,0,0,0,3715,184500
1872,4494,64604,0,0,0,4000,207955
1873,4094,64864,0,0,0,4285,207955
1874,3958,64952,0,0,0,4550,207955
1875,4094,64864,0,0,0,4778,207955
1876,4494,64604,0,0,0,4953,207955
1877,5130,64191,0,0,0,5063,207955
1878,5958,63652,0,0,0,5100,207955
1879,6923,63025,147201,105984,41216,5063,207955
1880,7958,62352,284370,204746,79624,4953,207955
1881,8993,61679,402160,289555,112605,4778,207955
1882,9958,61052,492543,354631,137912,4550,207955
1883,10786,60514,549360,395540,153821,4285,207955
1884,11422,60101,568740,409493,159247,4000,207955
1885,11822,59841,549360,395540,153821,3715,207955
1886,11958,59752,492543,354631,137912,3450,207955
1887,11822,59841,402160,289555,112605,3222,207955
1888,11422,60101,284370,204746,79624,3047,207955
1889,10786,60514,147201,105984,41216,2937,207955
1890,9958,61052,0,0,0,2900,207955
1891,8993,61679,0,0,0,2937,207955
1892,7958,62352,0,0,0,3047,207955
1893,6923,63025,0,0,0,3222,207955
1894,5958,63652,0,0,0,3450,207955
1895,5130,64191,0,0,0,3715,207955
1896,4674,64487,0,0,0,4000,213748
1897,4275,64746,0,0,0,4285,213748
1898,4139,64835,0,0,0,4550,213748
1899,4275,64746,0,0,0,4778,213748
1900,4674,64487,0,0,0,4953,213748
1901,5310,64073,0,0,0,5063,213748
1902,6139,63535,0,0,0,5100,213748
1903,7103,62908,148603,106994,41609,5063,213748
1904,8139,62235,287079,206697,80382,4953,213748
1905,9174,61562,405990,292313,113677,4778,213748
1906,10139,60935,497235,358009,139226,4550,213748
1907,10967,60396,554593,399307,155286,4285,213748
1908,11603,59983,574157,413393,160764,4000,213748
1909,12002,59724,554593,399307,155286,3715,213748
1910,12139,59635,497235,358009,139226,3450,213748
1911,12002,59724,405990,292313,113677,3222,213748
1912,11603,59983,287079,206697,80382,3047,213748
1913,10967,60396,148603,106994,41609,2937,213748
1914,10139,60935,0,0,0,2900,213748
1915,9174,61562,0,0,0,2937,213748
1916,8139,62235,0,0,0,3047,213748
1917,7103,62908,0,0,0,3222,213748
1918,6139,63535,0,0,0,3450,213748
1919,5310,64073,0,0,0,3715,213748
1920,4855,64369,0,0,0,4000,197517
1921,4456,64629,0,0,0,4285,197517
1922,4319,64717,0,0,0,4550,197517
1923,4456,64629,0,0,0,4778,197517
1924,4855,64369,0,0,0,4953,197517
1925,5491,63956,0,0,0,5063,197517
1926,6319,63417,0,0,0,5100,197517
1927,7284,62790,150006,108004,42002,5063,197517
1928,8319,62117,289789,208648,81141,4953,197517
1929,9355,61445,409823,295073,114751,4778,197517
1930,10319,60817,501929,361389,140540,4550,197517
1931,11148,60279,559829,403077,156752,4285,197517
1932,11783,59866,579578,417296,162282,4000,197517
1933,12183,59606,559829,403077,156752,3715,197517
1934,12319,59517,501929,361389,140540,3450,197517
1935,12183,59606,409823,295073,114751,3222,197517
1936,11783,59866,289789,208648,81141,3047,197517
1937,11148,60279,150006,108004,42002,2937,197517
1938,10319,60817,0,0,0,2900,197517
1939,9355,61445,0,0,0,2937,197517
1940,8319,62117,0,0,0,3047,197517
1941,7284,62790,0,0,0,3222,197517
1942,6319,63417,0,0,0,3450,197517
1943,5491,63956,0,0,0,3715,197517
1944,5036,64252,0,0,0,4000,171483
1945,4636,64511,0,0,0,4285,171483
1946,4500,64600,0,0,0,4550,171483
1947,4636,64511,0,0,0,4778,171483
1948,5036,64252,0,0,0,4953,171483
1949,5672,63838,0,0,0,5063,171483
1950,6500,63300,0,0,0,5100,171483
1951,7465,62673,151409,109015,42395,5063,171483
1952,8500,62000,292500,210600,81900,4953,171483
1953,9535,61327,413657,297833,115824,4778,171483
1954,10500,60700,506625,364770,141855,4550,171483
1955,11328,60162,565067,406848,158219,4285,171483
1956,11964,59748,585000,421200,163800,4000,171483
1957,12364,59489,565067,406848,158219,3715,171483
1958,12500,59400,506625,364770,141855,3450,171483
1959,12364,59489,413657,297833,115824,3222,171483
1960,11964,59748,292500,210600,81900,3047,171483
1961,11328,60162,151409,109015,42395,2937,171483
1962,10500,60700,0,0,0,2900,171483
1963,9535,61327,0,0,0,2937,171483
1964,8500,62000,0,0,0,3047,171483
1965,7465,62673,0,0,0,3222,171483
1966,6500,63300,0,0,0,3450,171483
1967,5672,63838,0,0,0,3715,171483
1968,5217,64134,0,0,0,4000,155252
1969,4817,64394,0,0,0,4285,155252
1970,4681,64483,0,0,0,4550,155252
1971,4817,64394,0,0,0,4778,155252
1972,5217,64134,0,0,0,4953,155252
1973,5852,63721,0,0,0,5063,155252
1974,6681,63183,0,0,0,5100,155252
1975,7645,62555,152813,110025,42788,5063,155252
1976,8681,61883,295211,212552,82659,4953,155252
1977,9716,61210,417492,300594,116898,4778,155252
1978,10681,60583,511321,368151,143170,4550,155252
1979,11509,60044,570304,410619,159685,4285,155252
1980,12145,59631,590422,425104,165318,4000,155252
1981,12544,59371,570304,410619,159685,3715,155252
1982,12681,59283,511321,368151,143170,3450,155252
1983,12544,59371,417492,300594,116898,3222,155252
1984,12145,59631,295211,212552,82659,3047,155252
1985,11509,60044,152813,110025,42788,2937,155252
1986,10681,60583,0,0,0,2900,155252
1987,9716,61210,0,0,0,2937,155252
1988,8681,61883,0,0,0,3047,155252
1989,7645,62555,0,0,0,3222,155252
1990,6681,63183,0,0,0,3450,155252
1991,5852,63721,0,0,0,3715,155252
1992,5397,64017,0,0,0,4000,161045
1993,4998,64276,0,0,0,4285,161045
1994,4861,64365,0,0,0,4550,161045
1995,4998,64276,0,0,0,4778,161045
1996,5397,64017,0,0,0,4953,161045
1997,6033,63604,0,0,0,5063,161045
1998,6861,63065,0,0,0,5100,161045
1999,7826,62438,154215,111035,43180,5063,161045
2000,8861,61765,297921,214503,83418,4953,161045
2001,9897,61092,421324,303354,117971,4778,161045
2002,10861,60465,516015,371531,144484,4550,161045
2003,11690,59927,575540,414389,161151,4285,161045
2004,12326,59513,595843,429007,166836,4000,161045
2005,12725,59254,575540,414389,161151,3715,161045
2006,12861,59165,516015,371531,144484,3450,161045
2007,12725,59254,421324,303354,117971,3222,161045
2008,12326,59513,297921,214503,83418,3047,161045
2009,11690,59927,154215,111035,43180,2937,161045
2010,10861,60465,0,0,0,2900,161045
2011,9897,61092,0,0,0,2937,161045
2012,8861,61765,0,0,0,3047,161045
2013,7826,62438,0,0,0,3222,161045
2014,6861,63065,0,0,0,3450,161045
2015,6033,63604,0,0,0,3715,161045
2016,5578,63899,0,0,0,4000,184500
2017,5178,64159,0,0,0,4285,184500
2018,5042,64248,0,0,0,4550,184500
2019,5178,64159,0,0,0,4778,184500
2020,5578,63899,0,0,0,4953,184500
2021,6214,63486,0,0,0,5063,184500
2022,7042,62948,0,0,0,5100,184500
2023,8007,62321,155618,112045,43573,5063,184500
2024,9042,61648,300630,216454,84176,4953,184500
2025,10077,60975,425155,306112,119043,4778,184500
2026,11042,60348,520707,374909,145798,4550,184500
2027,11870,59809,580773,418156,162616,4285,184500
2028,12506,59396,601260,432907,168353,4000,184500
2029,12906,59136,580773,418156,162616,3715,184500
2030,13042,59048,520707,374909,145798,3450,184500
2031,12906,59136,425155,306112,119043,3222,184500
2032,12506,59396,300630,216454,84176,3047,184500
2033,11870,59809,155618,112045,43573,2937,184500
2034,11042,60348,0,0,0,2900,184500
2035,10077,60975,0,0,0,2937,184500
2036,9042,61648,0,0,0,3047,184500
2037,8007,62321,0,0,0,3222,184500
2038,7042,62948,0,0,0,3450,184500
2039,6214,63486,0,0,0,3715,184500
2040,5758,63782,0,0,0,4000,207955
2041,5359,64042,0,0,0,4285,207955
2042,5222,64130,0,0,0,4550,207955
2043,5359,64042,0,0,0,4778,207955
2044,5758,63782,0,0,0,4953,207955
2045,6394,63369,0,0,0,5063,207955
2046,7222,62830,0,0,0,5100,207955
2047,8187,62203,157018,113053,43965,5063,207955
2048,9222,61530,303336,218402,84934,4953,207955
2049,10258,60857,428982,308867,120115,4778,207955
2050,11222,60230,525394,378284,147110,4550,207955
2051,12051,59692,586001,421921,164080,4285,207955
2052,12687,59279,606673,436804,169868,4000,207955
2053,13086,59019,586001,421921,164080,3715,207955
2054,13222,58930,525394,378284,147110,3450,207955
2055,13086,59019,428982,308867,120115,3222,207955
2056,12687,59279,303336,218402,84934,3047,207955
2057,12051,59692,157018,113053,43965,2937,207955
2058,11222,60230,0,0,0,2900,207955
2059,10258,60857,0,0,0,2937,207955
2060,9222,61530,0,0,0,3047,207955
2061,8187,62203,0,0,0,3222,207955
2062,7222,62830,0,0,0,3450,207955
2063,6394,63369,0,0,0,3715,207955
2064,5939,63665,0,0,0,4000,213748
2065,5539,63925,0,0,0,4285,213748
2066,5403,64013,0,0,0,4550,213748
2067,5539,63925,0,0,0,4778,213748
2068,5939,63665,0,0,0,4953,213748
2069,6574,63252,0,0,0,5063,213748
2070,7403,62713,0,0,0,5100,213748
2071,8367,62086,158418,114061,44357,5063,213748
2072,9403,61413,306039,220348,85691,4953,213748
2073,10438,60740,432805,311620,121185,4778,213748
2074,11403,60113,530076,381655,148421,4550,213748
2075,12231,59575,591223,425680,165542,4285,213748
2076,12867,59162,612079,440697,171382,4000,213748
2077,13266,58902,591223,425680,165542,3715,213748
2078,13403,58813,530076,381655,148421,3450,213748
2079,13266,58902,432805,311620,121185,3222,213748
2080,12867,59162,306039,220348,85691,3047,213748
2081,12231,59575,158418,114061,44357,2937,213748
2082,11403,60113,0,0,0,2900,213748
2083,10438,60740,0,0,0,2937,213748
2084,9403,61413,0,0,0,3047,213748
2085,8367,62086,0,0,0,3222,213748
2086,7403,62713,0,0,0,3450,213748
2087,6574,63252,0,0,0,3715,213748
2088,6118,63548,0,0,0,4000,197517
2089,5719,63808,0,0,0,4285,197517
2090,5583,63896,0,0,0,4550,197517
2091,5719,63808,0,0,0,4778,197517
2092,6118,63548,0,0,0,4953,197517
2093,6754,63135,0,0,0,5063,197517
2094,7583,62596,0,0,0,5100,197517
2095,8547,61969,159815,115067,44748,5063,197517
2096,9583,61296,308739,222292,86447,4953,197517
2097,10618,60623,436622,314368,122254,4778,197517
2098,11583,59996,534751,385021,149730,4550,197517
2099,12411,59458,596437,429435,167002,4285,197517
2100,13047,59045,617477,444583,172894,4000,197517
2101,13446,58785,596437,429435,167002,3715,197517
2102,13583,58696,534751,385021,149730,3450,197517
2103,13446,58785,436622,314368,122254,3222,197517
2104,13047,59045,308739,222292,86447,3047,197517
2105,12411,59458,159815,115067,44748,2937,197517
2106,11583,59996,0,0,0,2900,197517
2107,10618,60623,0,0,0,2937,197517
2108,9583,61296,0,0,0,3047,197517
2109,8547,61969,0,0,0,3222,197517
2110,7583,62596,0,0,0,3450,197517
2111,6754,63135,0,0,0,3715,197517
2112,6298,63431,0,0,0,4000,171483
2113,5898,63691,0,0,0,4285,171483
2114,5762,63780,0,0,0,4550,171483
2115,5898,63691,0,0,0,4778,171483
2116,6298,63431,0,0,0,4953,171483
2117,6934,63018,0,0,0,5063,171483
2118,7762,62480,0,0,0,5100,171483
2119,8727,61853,161209,116071,45139,5063,171483
2120,9762,61180,311433,224232,87201,4953,171483
2121,10797,60507,440432,317111,123321,4778,171483
2122,11762,59880,539417,388381,151037,4550,171483
2123,12591,59341,601642,433182,168460,4285,171483
2124,13226,58928,622866,448463,174402,4000,171483
2125,13626,58668,601642,433182,168460,3715,171483
2126,13762,58580,539417,388381,151037,3450,171483
2127,13626,58668,440432,317111,123321,3222,171483
2128,13226,58928,311433,224232,87201,3047,171483
2129,12591,59341,161209,116071,45139,2937,171483
2130,11762,59880,0,0,0,2900,171483
2131,10797,60507,0,0,0,2937,171483
2132,9762,61180,0,0,0,3047,171483
2133,8727,61853,0,0,0,3222,171483
2134,7762,62480,0,0,0,3450,171483
2135,6934,63018,0,0,0,3715,171483
2136,6477,63315,0,0,0,4000,155252
2137,6078,63574,0,0,0,4285,155252
2138,5941,63663,0,0,0,4550,155252
2139,6078,63574,0,0,0,4778,155252
2140,6477,63315,0,0,0,4953,155252
2141,7113,62902,0,0,0,5063,155252
2142,7941,62363,0,0,0,5100,155252
2143,8906,61736,162601,117073,45528,5063,155252
2144,9941,61063,314121,226167,87954,4953,155252
2145,10977,60390,444235,319849,124386,4778,155252
2146,11941,59763,544074,391733,152341,4550,155252
2147,12770,59225,606836,436922,169914,4285,155252
2148,13406,58811,628243,452335,175908,4000,155252
2149,13805,58552,606836,436922,169914,3715,155252
2150,13941,58463,544074,391733,152341,3450,155252
2151,13805,58552,444235,319849,124386,3222,155252
2152,13406,58811,314121,226167,87954,3047,155252
2153,12770,59225,162601,117073,45528,2937,155252
2154,11941,59763,0,0,0,2900,155252
2155,10977,60390,0,0,0,2937,155252
2156,9941,61063,0,0,0,3047,155252
2157,8906,61736,0,0,0,3222,155252
2158,7941,62363,0,0,0,3450,155252
2159,7113,62902,0,0,0,3715,155252
2160,6656,63199,0,0,0,4000,161045
2161,6257,63458,0,0,0,4285,161045
2162,6120,63547,0,0,0,4550,161045
2163,6257,63458,0,0,0,4778,161045
2164,6656,63199,0,0,0,4953,161045
2165,7292,62785,0,0,0,5063,161045
2166,8120,62247,0,0,0,5100,161045
2167,9085,61620,163990,118073,45917,5063,161045
2168,10120,60947,316804,228099,88705,4953,161045
2169,11156,60274,448028,322580,125448,4778,161045
2170,12120,59647,548720,395078,153642,4550,161045
2171,12949,59108,612018,440653,171365,4285,161045
2172,13584,58695,633607,456197,177410,4000,161045
2173,13984,58435,612018,440653,171365,3715,161045
2174,14120,58347,548720,395078,153642,3450,161045
2175,13984,58435,448028,322580,125448,3222,161045
2176,13584,58695,316804,228099,88705,3047,161045
2177,12949,59108,163990,118073,45917,2937,161045
2178,12120,59647,0,0,0,2900,161045
2179,11156,60274,0,0,0,2937,161045
2180,10120,60947,0,0,0,3047,161045
2181,9085,61620,0,0,0,3222,161045
2182,8120,62247,0,0,0,3450,161045
2183,7292,62785,0,0,0,3715,161045
2184,6834,63083,0,0,0,4000,184500
2185,6435,63342,0,0,0,4285,184500
2186,6299,63431,0,0,0,4550,184500
2187,6435,63342,0,0,0,4778,184500
2188,6834,63083,0,0,0,4953,184500
2189,7470,62669,0,0,0,5063,184500
2190,8299,62131,0,0,0,5100,184500
2191,9263,61504,165374,119070,46305,5063,184500
2192,10299,60831,319479,230025,89454,4953,184500
2193,11334,60158,451811,325304,126507,4778,184500
2194,12299,59531,553353,398414,154939,4550,184500
2195,13127,58992,617185,444373,172812,4285,184500
2196,13763,58579,638957,460049,178908,4000,184500
2197,14162,58320,617185,444373,172812,3715,184500
2198,14299,58231,553353,398414,154939,3450,184500
2199,14162,58320,451811,325304,126507,3222,184500
2200,13763,58579,319479,230025,89454,3047,184500
2201,13127,58992,165374,119070,46305,2937,184500
2202,12299,59531,0,0,0,2900,184500
2203,11334,60158,0,0,0,2937,184500
2204,10299,60831,0,0,0,3047,184500
2205,9263,61504,0,0,0,3222,184500
2206,8299,62131,0,0,0,3450,184500
2207,7470,62669,0,0,0,3715,184500
2208,7012,62967,0,0,0,4000,207955
2209,6613,63227,0,0,0,4285,207955
2210,6476,63315,0,0,0,4550,207955
2211,6613,63227,0,0,0,4778,207955
2212,7012,62967,0,0,0,4953,207955
2213,7648,62554,0,0,0,5063,207955
2214,8476,62015,0,0,0,5100,207955
2215,9441,61388,166755,120064,46691,5063,207955
2216,10476,60715,322146,231945,90201,4953,207955
2217,11512,60042,455583,328020,127563,4778,207955
2218,12476,59415,557973,401740,156232,4550,207955
2219,13305,58877,622338,448083,174255,4285,207955
2220,13940,58464,644291,463890,180402,4000,207955
2221,14340,58204,622338,448083,174255,3715,207955
2222,14476,58115,557973,401740,156232,3450,207955
2223,14340,58204,455583,328020,127563,3222,207955
2224,13940,58464,322146,231945,90201,3047,207955
2225,13305,58877,166755,120064,46691,2937,207955
2226,12476,59415,0,0,0,2900,207955
2227,11512,60042,0,0,0,2937,207955
2228,10476,60715,0,0,0,3047,207955
2229,9441,61388,0,0,0,3222,207955
2230,8476,62015,0,0,0,3450,207955
2231,7648,62554,0,0,0,3715,207955
2232,7189,62852,0,0,0,4000,213748
2233,6790,63112,0,0,0,4285,213748
2234,6654,63200,0,0,0,4550,213748
2235,6790,63112,0,0,0,4778,213748
2236,7189,62852,0,0,0,4953,213748
2237,7825,62439,0,0,0,5063,213748
2238,8654,61900,0,0,0,5100,213748
2239,9618,61273,168131,121054,47077,5063,213748
2240,10654,60600,324804,233859,90945,4953,213748
2241,11689,59927,459342,330726,128616,4778,213748
2242,12654,59300,562577,405055,157522,4550,213748
2243,13482,58762,627473,451781,175692,4285,213748
2244,14118,58348,649608,467718,181890,4000,213748
2245,14517,58089,627473,451781,175692,3715,213748
2246,14654,58000,562577,405055,157522,3450,213748
2247,14517,58089,459342,330726,128616,3222,213748
2248,14118,58348,324804,233859,90945,3047,213748
2249,13482,58762,168131,121054,47077,2937,213748
2250,12654,59300,0,0,0,2900,213748
2251,11689,59927,0,0,0,2937,213748
2252,10654,60600,0,0,0,3047,213748
2253,9618,61273,0,0,0,3222,213748
2254,8654,61900,0,0,0,3450,213748
2255,7825,62439,0,0,0,3715,213748
2256,7366,62737,0,0,0,4000,197517
2257,6966,62997,0,0,0,4285,197517
2258,6830,63085,0,0,0,4550,197517
2259,6966,62997,0,0,0,4778,197517
2260,7366,62737,0,0,0,4953,197517
2261,8002,62324,0,0,0,5063,197517
2262,8830,61785,0,0,0,5100,197517
2263,9795,61158,169502,122041,47461,5063,197517
2264,10830,60485,327453,235766,91687,4953,197517
2265,11865,59812,463088,333423,129665,4778,197517
2266,12830,59185,567165,408359,158806,4550,197517
2267,13659,58647,632590,455465,177125,4285,197517
2268,14294,58234,654905,471532,183373,4000,197517
2269,14694,57974,632590,455465,177125,3715,197517
2270,14830,57885,567165,408359,158806,3450,197517
2271,14694,57974,463088,333423,129665,3222,197517
2272,14294,58234,327453,235766,91687,3047,197517
2273,13659,58647,169502,122041,47461,2937,197517
2274,12830,59185,0,0,0,2900,197517
2275,11865,59812,0,0,0,2937,197517
2276,10830,60485,0,0,0,3047,197517
2277,9795,61158,0,0,0,3222,197517
2278,8830,61785,0,0,0,3450,197517
2279,8002,62324,0,0,0,3715,197517
2280,7542,62623,0,0,0,4000,171483
2281,7142,62882,0,0,0,4285,171483
2282,7006,62971,0,0,0,4550,171483
2283,7142,62882,0,0,0,4778,171483
2284,7542,62623,0,0,0,4953,171483
2285,8178,62210,0,0,0,5063,171483
2286,9006,61671,0,0,0,5100,171483
2287,9971,61044,170868,123025,47843,5063,171483
2288,11006,60371,330091,237665,92425,4953,171483
2289,12041,59698,466819,336110,130709,4778,171483
2290,13006,59071,571734,411649,160086,4550,171483
2291,13834,58533,637687,459134,178552,4285,171483
2292,14470,58119,660182,475331,184851,4000,171483
2293,14870,57860,637687,459134,178552,3715,171483
2294,15006,57771,571734,411649,160086,3450,171483
2295,14870,57860,466819,336110,130709,3222,171483
2296,14470,58119,330091,237665,92425,3047,171483
2297,13834,58533,170868,123025,47843,2937,171483
2298,13006,59071,0,0,0,2900,171483
2299,12041,59698,0,0,0,2937,171483
2300,11006,60371,0,0,0,3047,171483
2301,9971,61044,0,0,0,3222,171483
2302,9006,61671,0,0,0,3450,171483
2303,8178,62210,0,0,0,3715,171483
2304,7717,62509,0,0,0,4000,155252
2305,7318,62769,0,0,0,4285,155252
2306,7181,62857,0,0,0,4550,155252
2307,7318,62769,0,0,0,4778,155252
2308,7717,62509,0,0,0,4953,155252
2309,8353,62096,0,0,0,5063,155252
2310,9181,61557,0,0,0,5100,155252
2311,10146,60930,172228,124004,48224,5063,155252
2312,11181,60257,332718,239557,93161,4953,155252
2313,12216,59584,470535,338785,131750,4778,155252
2314,13181,58957,576285,414925,161360,4550,155252
2315,14010,58419,642762,462789,179973,4285,155252
2316,14645,58006,665436,479114,186322,4000,155252
2317,15045,57746,642762,462789,179973,3715,155252
2318,15181,57657,576285,414925,161360,3450,155252
2319,15045,57746,470535,338785,131750,3222,155252
2320,14645,58006,332718,239557,93161,3047,155252
2321,14010,58419,172228,124004,48224,2937,155252
2322,13181,58957,0,0,0,2900,155252
2323,12216,59584,0,0,0,2937,155252
2324,11181,60257,0,0,0,3047,155252
2325,10146,60930,0,0,0,3222,155252
2326,9181,61557,0,0,0,3450,155252
2327,8353,62096,0,0,0,3715,155252
2328,7891,62396,0,0,0,4000,161045
2329,7492,62655,0,0,0,4285,161045
2330,7356,62744,0,0,0,4550,161045
2331,7492,62655,0,0,0,4778,161045
2332,7891,62396,0,0,0,4953,161045
2333,8527,61982,0,0,0,5063,161045
2334,9356,61444,0,0,0,5100,161045
2335,10320,60817,173581,124979,48603,5063,161045
2336,11356,60144,335333,241440,93893,4953,161045
2337,12391,59471,474233,341448,132785,4778,161045
2338,13356,58844,580815,418186,162628,4550,161045
2339,14184,58305,647814,466426,181388,4285,161045
2340,14820,57892,670667,482880,187787,4000,161045
2341,15219,57632,647814,466426,181388,3715,161045
2342,15356,57544,580815,418186,162628,3450,161045
2343,15219,57632,474233,341448,132785,3222,161045
2344,14820,57892,335333,241440,93893,3047,161045
2345,14184,58305,173581,124979,48603,2937,161045
2346,13356,58844,0,0,0,2900,161045
2347,12391,59471,0,0,0,2937,161045
2348,11356,60144,0,0,0,3047,161045
2349,10320,60817,0,0,0,3222,161045
2350,9356,61444,0,0,0,3450,161045
2351,8527,61982,0,0,0,3715,161045
2352,8065,62283,0,0,0,4000,184500
2353,7665,62543,0,0,0,4285,184500
2354,7529,62631,0,0,0,4550,184500
2355,7665,62543,0,0,0,4778,184500
2356,8065,62283,0,0,0,4953,184500
2357,8701,61870,0,0,0,5063,184500
2358,9529,61331,0,0,0,5100,184500
2359,10494,60704,174929,125949,48980,5063,184500
2360,11529,60031,337936,243314,94622,4953,184500
2361,12564,59358,477914,344098,133816,4778,184500
2362,13529,58731,585322,421432,163890,4550,184500
2363,14357,58193,652842,470046,182796,4285,184500
2364,14993,57779,675872,486628,189244,4000,184500
2365,15393,57520,652842,470046,182796,3715,184500
2366,15529,57431,585322,421432,163890,3450,184500
2367,15393,57520,477914,344098,133816,3222,184500
2368,14993,57779,337936,243314,94622,3047,184500
2369,14357,58193,174929,125949,48980,2937,184500
2370,13529,58731,0,0,0,2900,184500
2371,12564,59358,0,0,0,2937,184500
2372,11529,60031,0,0,0,3047,184500
2373,10494,60704,0,0,0,3222,184500
2374,9529,61331,0,0,0,3450,184500
2375,8701,61870,0,0,0,3715,184500
2376,8238,62171,0,0,0,4000,207955
2377,7838,62430,0,0,0,4285,207955
2378,7702,62519,0,0,0,4550,207955
2379,7838,62430,0,0,0,4778,207955
2380,8238,62171,0,0,0,4953,207955
2381,8873,61757,0,0,0,5063,207955
2382,9702,61219,0,0,0,5100,207955
2383,10666,60592,176269,126914,49355,5063,207955
2384,11702,59919,340525,245178,95347,4953,207955
2385,12737,59246,481575,346734,134841,4778,207955
2386,13702,58619,589807,424661,165146,4550,207955
2387,14530,58080,657844,473648,184196,4285,207955
2388,15166,57667,681050,490356,190694,4000,207955
2389,15565,57408,657844,473648,184196,3715,207955
2390,15702,57319,589807,424661,165146,3450,207955
2391,15565,57408,481575,346734,134841,3222,207955
2392,15166,57667,340525,245178,95347,3047,207955
2393,14530,58080,176269,126914,49355,2937,207955
2394,13702,58619,0,0,0,2900,207955
2395,12737,59246,0,0,0,2937,207955
2396,11702,59919,0,0,0,3047,207955
2397,10666,60592,0,0,0,3222,207955
2398,9702,61219,0,0,0,3450,207955
2399,8873,61757,0,0,0,3715,207955
2400,8409,62059,0,0,0,4000,213748
2401,8010,62319,0,0,0,4285,213748
2402,7873,62407,0,0,0,4550,213748
2403,8010,62319,0,0,0,4778,213748
2404,8409,62059,0,0,0,4953,213748
2405,9045,61646,0,0,0,5063,213748
2406,9873,61107,0,0,0,5100,213748
2407,10838,60480,177602,127873,49728,5063,213748
2408,11873,59807,343100,247032,96068,4953,213748
2409,12909,59134,485217,349356,135861,4778,213748
2410,13873,58507,594267,427872,166395,4550,213748
2411,14702,57969,662818,477229,185589,4285,213748
2412,15337,57556,686200,494064,192136,4000,213748
2413,15737,57296,662818,477229,185589,3715,213748
2414,15873,57207,594267,427872,166395,3450,213748
2415,15737,57296,485217,349356,135861,3222,213748
2416,15337,57556,343100,247032,96068,3047,213748
2417,14702,57969,177602,127873,49728,2937,213748
2418,13873,58507,0,0,0,2900,213748
2419,12909,59134,0,0,0,2937,213748
2420,11873,59807,0,0,0,3047,213748
2421,10838,60480,0,0,0,3222,213748
2422,9873,61107,0,0,0,3450,213748
2423,9045,61646,0,0,0,3715,213748
2424,8580,61948,0,0,0,4000,197517
2425,8180,62208,0,0,0,4285,197517
2426,8044,62296,0,0,0,4550,197517
2427,8180,62208,0,0,0,4778,197517
2428,8580,61948,0,0,0,4953,197517
2429,9216,61535,0,0,0,5063,197517
2430,10044,60996,0,0,0,5100,197517
2431,11009,60369,178927,128827,50099,5063,197517
2432,12044,59696,345660,248875,96785,4953,197517
2433,13079,59023,488837,351963,136874,4778,197517
2434,14044,58396,598700,431064,167636,4550,197517
2435,14872,57858,667764,480790,186974,4285,197517
2436,15508,57445,691320,497750,193570,4000,197517
2437,15908,57185,667764,480790,186974,3715,197517
2438,16044,57096,598700,431064,167636,3450,197517
2439,15908,57185,488837,351963,136874,3222,197517
2440,15508,57445,345660,248875,96785,3047,197517
2441,14872,57858,178927,128827,50099,2937,197517
2442,14044,58396,0,0,0,2900,197517
2443,13079,59023,0,0,0,2937,197517
2444,12044,59696,0,0,0,3047,197517
2445,11009,60369,0,0,0,3222,197517
2446,10044,60996,0,0,0,3450,197517
2447,9216,61535,0,0,0,3715,197517
2448,8749,61838,0,0,0,4000,171483
2449,8350,62098,0,0,0,4285,171483
2450,8214,62186,0,0,0,4550,171483
2451,8350,62098,0,0,0,4778,171483
2452,8749,61838,0,0,0,4953,171483
2453,9385,61425,0,0,0,5063,171483
2454,10214,60886,0,0,0,5100,171483
2455,11178,60259,180244,129775,50468,5063,171483
2456,12214,59586,348204,250707,97497,4953,171483
2457,13249,58913,492435,354553,137882,4778,171483
2458,14214,58286,603107,434237,168870,4550,171483
2459,15042,57748,672678,484328,188350,4285,171483
2460,15678,57334,696408,501414,194994,4000,171483
2461,16077,57075,672678,484328,188350,3715,171483
2462,16214,56986,603107,434237,168870,3450,171483
2463,16077,57075,492435,354553,137882,3222,171483
